LastSale,MarketCap,logMarketCap,Revenue_M,netIncome_M,profitMargin,lastFiscalYearGrowth,employees,revenuePerEmployee,marketCapToRevenue,CEOAge,PresidentAge,companyAgeAtIPO,yearDifference,YearFounded,MarketMonthTrend,Market3MonthTrend,Market6MonthTrend,MarketYearTrend,Year,Month,Day,dayOfWeek,Sector,Industry,CEOGender,PresidentGender,USACompany,CEOInChargeDuringIPO,presidentInChargeDuringIPO,FiscalMonth,employeesGrouped,FoundingDateGrouped,ipoDay0Return,firstWeekReturn,firstMonthReturn,ipoDay0Volatility,avgFirstWeekVolume,closeDay0,openDay0,highDay0,lowDay0,volumeDay0,closeDay1,closeDay2,closeDay3,closeDay4,volumeDay1,volumeDay2,volumeDay3,volumeDay4,Profitable
2.72,3.00620792E7,17.2188,11.6,1.09,0.094,0.29,,,2.59,,,2,2,1998,-2.415232032,-2.902699316,-0.530402009,-0.069030239,2000,2,18,4,Technology,"Computer Software: Programming, Data Processing",male,,No,No,,Dec,,1951 - 2000,0.3968,-0.3153,-0.267,0.0077,534164.0,85.16,60.97,85.63,85.16,1595260,85.16,69.86,64.72,58.305,0,570960,231040,273560,0
2.86,2.253141548E8,19.233,43.22,6.38,0.1476,0.91,111.0,389369.37,5.21,,,9,9,1998,-1.029943972,-2.093468171,-0.550385881,0.363436553,2007,8,13,0,Health Care,Major Pharmaceuticals,male,male,No,No,No,Mar,101 - 500,1951 - 2000,0.0093,-0.2419,0.0253,0.163,3380.0,4.34,4.3,5.25,4.549,1700,4.05,3.6,2.95,3.29,3700,200,7100,4200,0
2.9,3.1231637E7,17.2569,7.82,-1.83,-0.234,0.38,3.0,2606666.67,3.99,50,,16,16,1995,0.537773579,0.978097442,0.196069489,-0.37715321,2011,12,2,4,Consumer Services,Real Estate Investment Trusts,male,,Yes,No,,Dec,0 - 100,1951 - 2000,0.0,0.0,0.0,0.0,10.0,3.0,3.0,3.0,3.0,25,3.0,3.0,3.0,3.0,0,0,0,25,0
2.92,2.769790102E9,21.742,2340.0,-252.33,-0.1078,,,,1.18,57,,,-3,2003,0.957913569,1.285730832,1.786561301,2.182194868,2000,1,3,0,Basic Industries,Precious Metals,male,male,No,No,No,Dec,,2001 - 2010,0.0,0.0393,0.0364,0.0,209.8,6.97,6.97,6.97,6.97,0,6.97,6.965,7.662,7.244,0,35,430,584,0
2.93,3.388881071E7,17.3386,120.63,4.39,0.0364,0.29,548.0,220127.74,0.28,31,31,7,7,1998,-0.102584199,0.665862633,1.278617422,1.838510892,2005,1,18,1,Capital Goods,Industrial Machinery/Components,unknown,unknown,Yes,No,No,Sep,501 - 1000,1951 - 2000,0.0,0.0,-0.091,0.0,12.4,5.2807,5.2807,5.2807,5.2807,62,5.2807,5.2807,5.2807,5.2807,0,0,0,0,0
2.93,1.963310931E8,19.0953,92205.0,-13.69,-1.0E-4,3.29,101.0,9.1292079208E8,0.0,31,56,4,4,2010,-2.58056629,-0.673693396,0.045500757,0.911201158,2014,4,11,4,Technology,"Computer Software: Programming, Data Processing",unknown,unknown,No,No,No,Sep,101 - 500,2001 - 2010,0.0937,0.1571,0.3857,0.1094,2250.0,7.0,6.4,7.1,6.4,4500,7.6,8.0,8.2,8.1,1000,3500,1750,500,1
2.95,1.470233331E8,18.8061,30.8,-16.33,-0.5302,,,,4.77,68,52,8,8,1991,1.072370031,1.810963443,1.890276151,1.601540459,1999,7,13,1,Technology,Computer Software: Prepackaged Software,male,male,No,No,No,Dec,,1951 - 2000,0.28,-0.0573,-0.4948,0.1,779326.2,72.0,56.25,77.625,72.0,2647733,66.0,66.75,62.625,67.875,537633,260666,202166,248433,1
2.96,3.157497712E7,17.2679,,-10.38,,,7.0,,,69,69,4,4,2010,-2.452645015,-1.194497793,0.138536036,0.881839488,2014,10,2,3,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Sep,0 - 100,2001 - 2010,0.0,0.0,0.0,0.0,13.2,15.0,15.0,15.0,15.0,66,15.0,15.0,15.0,15.0,0,0,0,0,1
2.96,2.239793846E8,19.2271,887.71,-6.64,-0.0075,0.11,1300.0,682853.85,0.25,53,53,1,1,2008,0.613208584,1.143126661,1.329039326,1.671567455,2009,11,20,4,Energy,Coal Mining,male,male,Yes,No,No,Dec,1001 - 5000,2001 - 2010,0.06,-0.0303,-0.0195,0.215,5419551.6,14.84,14.0,17.51,14.5,19669753,14.5,14.6,14.39,14.39,3062933,2625038,1740034,0,1
2.98,2586940.98,14.766,306000.0,-51.34,-2.0E-4,,14.0,2.185714285714E10,0.0,56,,40,40,1977,0.759590114,1.533516416,1.565732773,1.69922681,2017,6,15,3,Technology,Computer Software: Prepackaged Software,male,,No,Yes,,Dec,0 - 100,1951 - 2000,0.0582,-0.0779,-0.2431,0.0242,30789.4,11.365,10.74,11.5,11.24,38906,11.0,10.53,10.5,10.48,60462,37845,7567,9167,0
3.03,8.399107884E7,18.2462,50.48,22.81,0.4519,1.75,10.0,5048000.0,1.66,38,38,1,1,2006,-0.99624766,-1.768469389,-0.332556421,0.701635949,2007,3,16,4,Miscellaneous,Multi-Sector Companies,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.05,-0.019,-0.2,0.035,0.0,8.584723603E7,8.175927241E7,8.584723603E7,8.29856615E7,0,8.216806878E7,8.537507624E7,8.537507624E7,8.421205059E7,0,0,0,0,0
3.07,1.08996884E8,18.5068,80.27,13.5,0.1682,,286.0,280664.34,1.36,61,46,3,3,1993,0.0,0.0,0.0,0.0,1996,11,5,1,Technology,Radio And Television Broadcasting And Communications Equipment,male,male,Yes,No,No,Jan,101 - 500,1951 - 2000,0.0714,-0.06,0.3734,0.0,965790.0,12.5,11.667,12.5,12.5,3083250,13.333,12.833,12.25,11.75,573150,352200,615000,205350,1
3.11,8.098048762E7,18.2097,2.14,-37.13,-17.3505,,59.0,36271.19,37.84,57,36,10,10,2006,-0.031878028,0.303117393,0.999289792,1.253485115,2016,9,21,2,Health Care,Major Pharmaceuticals,unknown,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.3145,0.216,0.1392,0.2992,920697.0,18.1,13.77,18.52,14.4,1876728,21.2,20.14,21.5,22.01,856574,560101,676469,633613,0
3.2,1.411101152E8,18.7651,385.09,7.81,0.0203,0.62,504.0,764067.46,0.37,60,,,-1,2014,1.201697625,1.254736308,1.663271639,1.771320899,2013,12,19,3,Transportation,Marine Transportation,male,,Yes,No,,Dec,501 - 1000,2011 - present,0.0,0.0,0.0,0.0,5500.0,9.62,9.62,9.62,9.62,27500,9.62,9.62,9.62,9.62,0,0,0,0,1
3.24,1.672811579E8,18.9352,9.67,-114.75,-11.8666,0.88,78.0,123974.36,17.3,56,56,7,7,2006,1.168504926,1.541473905,1.953551564,2.267739493,2013,3,20,2,Health Care,Major Pharmaceuticals,male,male,Yes,Yes,Yes,Dec,0 - 100,2001 - 2010,0.0574,0.0,0.25,0.0453,405746.0,7.0,6.62,7.5,7.2,1724110,7.05,7.0,7.07,7.0,163617,34352,88601,18050,1
3.25,1.720712825E7,16.6608,67.05,-8.33,-0.1242,0.41,154.0,435389.61,0.26,50,50,1,1,2006,-0.246489954,-1.106867129,-0.993340421,-0.420950104,2007,12,18,1,Technology,Diversified Commercial Services,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0455,0.0,0.0,0.0455,200.0,11.5,11.0,11.5,11.0,1000,11.5,11.5,11.5,11.5,0,0,0,0,0
3.28,1.254916914E8,18.6478,38.15,-39.06,-1.0239,0.52,56.0,681250.0,3.29,65,65,9,9,2004,1.619855169,1.88216455,1.928415697,2.044120219,2013,7,18,3,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.085,-0.1365,-0.305,0.1158,2147408.0,27.18,25.05,31.0,28.1,4779859,26.7,26.99,26.74,23.47,5314003,133165,132137,377876,0
3.3,4.199140836E8,19.8556,264.32,37.83,0.1431,0.03,,,1.59,37,,0,0,2007,0.740926045,-0.178924298,0.484834538,1.121937133,2007,3,30,4,Transportation,Marine Transportation,male,,No,No,,Dec,,2001 - 2010,0.049,-0.0213,-0.0172,0.038,2025337.8,26.75,25.5,26.97,26.0,8263293,26.54,26.401,26.2,26.18,804178,430772,401827,226619,1
3.32,6.1752E7,17.9386,26.41,-9.7,-0.3673,0.07,,,2.34,50,,,,,2.145538238,2.402069474,2.240885219,1.712923923,2013,10,18,4,Capital Goods,Industrial Machinery/Components,male,,No,sameYear,,Dec,,Unknown,0.4922,0.1719,1.0483,0.4694,5081124.4,28.8,19.3,29.06,20.0,12319309,35.43,33.19,29.53,33.75,6090807,2175197,2475618,2344691,1
3.42,1.073188408E8,18.4913,27.81,7.77,0.2794,23.12,38.0,731842.11,3.86,,46,4,4,2011,-1.283534659,0.315831285,-0.399133665,-0.674015482,2015,11,13,4,Health Care,Major Pharmaceuticals,male,female,Yes,No,Yes,Dec,0 - 100,2011 - present,0.0667,0.0825,-0.2175,0.0133,113696.0,4.0,3.75,5.0,4.95,343900,4.5,4.25,4.5,4.33,159780,25000,35665,4135,0
3.45,1.08454959E7,16.1993,400277.0,-7.1,0.0,,9.0,4.447522222222E10,0.0,58,,0,0,2008,0.8756909,0.503740621,-0.680003631,-1.301135886,2008,4,10,3,Consumer Services,Transportation Services,male,male,Yes,No,,Feb,0 - 100,2001 - 2010,0.0364,0.0,0.0,0.0364,0.0,35625.0,34375.0,35625.0,34375.0,0,35625.0,35625.0,35625.0,35625.0,0,0,0,0,1
3.45,9.02834709E7,18.3185,263.74,24.64,0.0934,,1590.0,165874.21,0.34,75,43,13,13,1986,2.317866401,2.169171376,1.992231124,1.620145902,1999,7,1,3,Consumer Services,Broadcasting,male,male,Yes,No,No,Dec,1001 - 5000,1951 - 2000,0.02,0.0172,0.098,0.14,1942880.0,25.5,25.0,29.0,25.5,7751500,26.375,26.375,26.625,25.938,931800,0,545700,485400,0
3.45,4.666964178E8,19.9612,131.43,-55.57,-0.4228,0.29,527.0,249392.79,3.55,48,48,6,6,2008,-0.57581035,0.436186514,0.959042523,1.403848547,2014,3,14,4,Technology,EDP Services,male,male,Yes,No,No,Dec,501 - 1000,2001 - 2010,0.0728,-0.1962,-0.5709,0.1199,3174325.8,39.8,37.1,41.95,37.5,11539025,37.25,33.65,31.5,31.99,1130736,848865,1281444,1071559,0
3.5,4.40033825E7,17.5998,,-11.1,,,13.0,,,45,45,2,2,2014,-1.189928178,-1.905054708,0.265639604,0.832652356,2016,10,11,1,Health Care,Major Pharmaceuticals,male,male,Yes,sameYear,sameYear,Dec,0 - 100,2011 - present,0.0226,0.006,-0.002,0.1088,97102.2,4.98,4.87,5.59,5.06,115825,5.48,5.15,5.26,5.01,124170,45920,78329,121267,0
3.5,1.39943097E8,18.7567,6050.0,8.78,0.0015,0.1,23877.0,253381.92,0.02,53,65,1,1,2006,-0.315102102,0.683538166,1.085394661,1.685744318,2007,1,29,0,Consumer Durables,Automotive Aftermarket,male,male,Yes,No,No,Dec,>10000,2001 - 2010,1.259,-0.1649,0.0911,1.2756,482720.0,35.24,15.6,35.5,15.6,111500,34.51,29.91,29.3,29.43,117700,660000,919400,605000,1
3.53,2.079545825E9,21.4554,45910.0,-4440.0,-0.0967,0.47,66472.0,690666.75,0.05,57,56,11,11,2002,1.39339492,1.64469804,2.242000141,2.339783229,2013,2,11,0,Basic Industries,Precious Metals,male,unknown,No,sameYear,No,Dec,>10000,2001 - 2010,0.028,0.168,-0.0576,0.0148,50758.4,5.8918,5.7315,5.9201,5.8352,95604,6.2594,6.382,7.0419,6.8816,17928,78180,43173,18907,0
3.59,2.813184563E8,19.455,390.43,55.98,0.1434,,1123.0,347666.96,0.72,58,58,67,67,1948,0.984453967,1.314955933,0.837096696,0.751594752,2015,12,1,1,Transportation,Marine Transportation,male,male,Yes,No,No,Dec,1001 - 5000,1901 - 1950,0.0,0.0313,0.0106,0.0031,2740.0,6.1655,6.1655,6.2811,6.2619,7266,6.3678,6.1655,6.1655,6.3582,986,103,0,5345,0
3.7,9.41591466E7,18.3605,4.93,-17.41,-3.5314,,16.0,308125.0,19.1,37,43,5,5,1994,-1.040682007,-1.04518135,0.275662005,0.978868031,1999,6,11,4,Technology,Computer Software: Prepackaged Software,male,male,Yes,No,No,Jun,0 - 100,1951 - 2000,0.1978,-0.0405,0.8317,0.041,142913.8,648.9853,541.8191,671.2085,648.9853,509803,568.1169,535.7695,596.4204,622.6875,109004,51259,29263,15240,1
3.73,5.647116306E7,17.8492,60.22,-8.14,-0.1352,0.07,223.0,270044.84,0.94,54,50,7,7,1990,2.209097304,2.748395455,1.594269577,1.961223467,1997,10,7,1,Technology,Computer peripheral equipment,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0268,0.4281,0.268,0.1208,140974.0,191.25,186.25,213.75,191.25,288630,253.75,315.0,297.5,273.125,172900,155410,49160,38770,1
3.73,5.496868624E8,20.1249,4.48,-77.99,-17.4085,,103.0,43495.15,122.7,55,55,4,4,1996,-0.989316825,-1.336397941,-1.998688929,-1.94475525,2000,11,29,2,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0133,0.0837,0.2687,0.1116,70275.6,63.8396,63.0,70.8679,63.8396,221244,63.5606,66.3683,67.4932,69.1851,37781,44104,26491,21758,0
3.76,5.352258405E8,20.0982,,,,,,,,52,,,-5,2010,-1.943250105,-2.961213628,-1.035231733,-0.518426582,2005,10,13,3,Transportation,Marine Transportation,male,,,No,,,,2001 - 2010,0.0169,0.0075,-0.0041,0.0118,114419.6,144.6,142.2,145.68,144.0,465891,142.44,147.0,146.16,145.68,30700,35266,28441,11800,1
3.8,5.62247696E7,17.8449,415.58,12.46,0.03,0.06,8500.0,48891.76,0.14,52,52,2,2,1994,0.0,0.0,0.0,0.0,1996,11,13,2,Consumer Non-Durables,Apparel,unknown,unknown,No,No,No,Dec,5001 - 10000,1951 - 2000,0.1,-0.0455,0.0682,0.075,6347.6,216.8929,197.1726,231.6778,216.8929,15810,207.0328,207.0328,211.9575,207.0328,7744,2061,1795,4328,1
3.81,7728783.12,15.8605,37.07,-3.62,-0.0977,,354.0,104717.51,0.21,65,55,27,27,1970,2.13313079,2.49390639,2.49390639,2.49390639,1997,1,22,2,Technology,Electrical Products,male,male,No,No,No,Dec,101 - 500,1951 - 2000,0.1429,-0.0833,-0.1667,0.0,13100.0,30.0,26.25,30.0,30.0,15820,28.125,27.5,28.75,27.5,18980,6100,5440,19160,0
3.85,2.002673019E8,19.1152,43.8,-19.7,-0.4498,,136.0,322058.82,4.57,48,47,8,8,2005,-0.48987853,0.118705813,0.87188395,1.435644929,2013,6,27,3,Technology,Advertising,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0143,-0.1176,0.0153,0.0107,2071118.0,8.5,8.38,11.09,11.0,7833067,9.0,8.6,7.95,7.5,1614028,223431,347658,337406,0
3.95,7.1245703974E10,24.9894,40640.0,3140.0,0.0773,,81667.0,497630.62,1.75,,,15,15,1985,-2.055618373,-0.440485464,-0.183579218,0.471903229,2000,4,17,0,Finance,Commercial Banks,male,male,No,,,Dec,>10000,1951 - 2000,0.0,0.003,0.003,0.0,1147.8,40.0,40.0,40.0,40.0,102,40.0,40.122,40.122,40.122,0,5637,0,0,1
3.98,2.174111775E8,19.1973,152.9,-22.93,-0.15,,490.0,312040.82,1.42,53,53,8,8,2006,-0.36868234,0.720666007,1.090052369,1.465469275,2014,3,28,4,Technology,EDP Services,male,male,Yes,Yes,Yes,Dec,101 - 500,2001 - 2010,0.1351,0.097,0.001,0.1884,1968511.0,10.0,8.81,10.61,8.95,7596484,10.55,11.54,11.3,10.97,832269,564085,635752,213965,0
3.98,5.19440749E8,20.0683,157.61,-22.91,-0.1454,,454.0,347158.59,3.3,58,58,1,1,2007,0.984195324,1.180929271,-0.365511952,-1.021987634,2008,4,22,1,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.1341,-0.0421,-0.0302,0.1114,1.45895994E7,50.4,44.44,51.2,46.25,42699930,49.09,48.59,51.94,48.28,15519174,6261059,4752480,3715354,0
4.01,7.16461487E7,18.0872,18.73,-2.51,-0.134,0.03,98.0,191122.45,3.83,61,61,0,0,2016,-0.436835782,-0.365779228,0.673582598,1.065648815,2016,9,29,3,Health Care,Medical Specialities,unknown,unknown,Yes,,,Dec,0 - 100,2011 - present,0.0177,0.0425,-0.0207,0.1874,647949.6,9.18,9.02,10.9,9.21,2412251,9.22,10.39,9.95,9.57,409990,211294,133476,72737,1
4.05,1.238389803E8,18.6345,1.24,-90.13,-72.6855,0.81,53.0,23396.23,99.87,57,57,6,6,2008,-0.375542052,0.095271718,0.900773885,1.256455099,2014,8,13,2,Health Care,Major Pharmaceuticals,male,male,Yes,,,Dec,0 - 100,2001 - 2010,0.0619,-0.0764,0.137,0.0223,1442437.0,17.15,16.15,18.49,18.13,6209247,16.72,16.2,16.01,15.84,467735,172579,161824,200800,1
4.0916,7.051645353E8,20.3739,,-12.25,,,20.0,,,45,45,2,2,2009,-1.314425613,0.440983195,1.075541956,1.551701956,2011,3,11,4,Finance,Real Estate,unknown,unknown,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0,0.0,0.0,0.0,200.0,5.28,5.28,5.28,5.28,500,5.28,5.28,5.28,5.28,500,0,0,0,0
4.14,2.110074082E8,19.1674,,-67.8,,,69.0,,,52,52,2,2,2010,1.150560525,1.594718743,1.820201961,0.747535794,2012,1,27,4,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0316,-0.0081,-0.0207,0.0437,204495.0,11.09,10.75,11.47,11.0,747711,11.4,10.96,11.0,11.0,89205,110813,12087,62659,0
4.18,1.879214304E7,16.7489,34.85,-486469.0,-13958.9383,0.02,158.0,220569.62,0.54,55,55,2,2,2002,1.313420004,1.186266946,1.560506844,1.671517547,2004,3,5,4,Miscellaneous,Business Services,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0,1.35,-0.2,0.0,1.0,10866.0,10866.0,10866.0,10866.0,0,38031.0,35314.5,32598.0,25535.1,1,2,1,1,0
4.24,5.712568536E7,17.8608,,-29.11,,,51.0,,,68,68,3,3,2012,-0.373177107,-0.448386974,0.515719137,1.055378094,2015,1,27,1,Health Care,Major Pharmaceuticals,male,male,Yes,No,No,Dec,0 - 100,2011 - present,0.0018,0.0073,0.0145,0.0218,21337.4,220.2,219.8,248.0,243.2,78256,221.0,224.0,221.8,221.8,7763,12311,6598,1759,0
4.31,2.363434876E8,19.2808,21.2,-16.53,-0.7797,,74.0,286486.49,11.15,48,58,9,9,1999,-1.77367249,-2.008406637,-1.266942718,-1.560978304,2008,6,24,1,Consumer Durables,Specialty Chemicals,male,male,Yes,No,No,Dec,0 - 100,1951 - 2000,0.0714,0.0,0.2,0.0714,23.4,11.25,10.5,11.25,10.5,80,11.7,12.0,12.0,11.25,28,3,0,6,0
4.35,5.623915335E7,17.8451,,,,,,,,59,,3,3,2013,-0.826139682,-1.858209081,-1.598847418,-2.308176181,2016,1,22,4,Technology,EDP Services,male,,,sameYear,,,,2011 - present,0.0,0.0,0.0,0.0,1000.0,0.245,0.245,0.25,0.25,5000,0.245,0.245,0.245,0.245,0,0,0,0,0
4.35,2.233399316E8,19.2242,187.58,-66.88,-0.3565,10.38,68.0,2758529.41,1.19,61,61,5,5,2006,-1.382408153,0.40513762,-0.395371076,-0.821910048,2011,11,17,3,Health Care,Major Pharmaceuticals,female,female,Yes,No,No,Dec,0 - 100,2001 - 2010,0.375,-0.0909,-0.4091,0.375,940.0,11.0,8.0,11.0,8.0,1950,10.0,10.0,10.0,10.0,250,0,500,2000,0
4.47,1.056850548E8,18.476,111.63,-19.32,-0.1731,,264.0,422840.91,0.95,57,57,13,13,2001,0.876066611,1.73675178,1.931618784,1.700185268,2014,6,13,4,Consumer Services,RETAIL: Building Materials,male,male,Yes,Yes,Yes,Dec,101 - 500,2001 - 2010,0.0209,-0.0205,0.0093,0.0114,803629.4,10.75,10.53,11.12,11.0,3337279,10.63,10.25,10.26,10.53,289413,296697,11515,83243,0
4.48,6.645919616E8,20.3147,3760.0,446.41,0.1187,,2146.0,1752096.92,0.18,,,12,12,1997,0.795708324,1.259140481,1.715660062,1.7685558,2009,9,29,1,Public Utilities,Oil/Gas Transmission,male,male,No,No,No,Mar,1001 - 5000,1951 - 2000,0.0,0.0,-0.0209,0.0,20.0,12.5818,12.5818,12.5818,12.5818,100,12.5818,12.5818,12.5818,12.5818,0,0,0,0,1
4.565,7.109874288E7,18.0796,,,,,,,,56,,,,,-0.752816486,0.010697907,0.797937217,1.440812337,2018,2,14,2,Health Care,Medical/Dental Instruments,male,male,,,,,,Unknown,0.0186,-0.0616,0.105,0.0651,202762.4,4.38,4.3,5.28,5.0,651271,4.3,4.0,4.0,4.11,122466,164648,0,75427,0
4.59,2.544058449E7,17.0519,,,,,,,,52,43,2,2,1997,0.215421466,-0.661729584,-0.95896451,0.197577356,1999,10,27,2,Public Utilities,Telecommunications Equipment,male,unknown,,No,No,,,1951 - 2000,0.0261,0.0969,0.2834,0.1304,1.096122E7,14.75,14.375,16.875,15.0,37121600,15.875,15.75,15.75,16.18,9259400,3320900,1659200,3445000,0
4.6,1.854272512E8,19.0382,181.94,19.1,0.105,0.03,370.0,491729.73,1.02,55,47,0,0,2007,1.305920684,1.749562368,1.597196514,1.708153105,2007,7,18,2,Energy,Natural Gas Distribution,male,male,Yes,No,No,Dec,101 - 500,2001 - 2010,0.0288,0.027,0.0198,0.04,2792934.8,29.32,28.5,30.89,29.75,11866026,30.34,30.3,29.85,30.1104,1137912,268534,360560,331642,0
4.65,4.778843595E7,17.6823,,-12.26,,,2.0,,,,,2,2,2015,-1.331304206,0.766614402,1.143167444,1.473625633,2017,6,27,1,Health Care,Major Pharmaceuticals,,,Yes,,,Dec,0 - 100,2011 - present,0.0898,-0.0303,-0.1503,0.1295,159432.8,8.25,7.57,8.58,7.6,580236,7.92,7.88,7.95,8.0,135472,43978,20839,16639,0
4.65,5.298861465E7,17.7856,65.37,-4.98,-0.0762,0.01,1461.0,44743.33,0.81,61,44,1,1,1997,0.675353449,-0.754556061,-1.212602339,0.04018271,1998,9,24,3,Technology,Computer Software: Prepackaged Software,unknown,male,Yes,No,No,Jun,1001 - 5000,1951 - 2000,1.15,0.0233,-0.157,0.0,513.2,268.75,125.0,268.75,268.75,1790,298.45,237.5,237.5,275.0,150,40,0,586,1
4.671,6.796305E7,18.0345,,,,,,,,41,,,,,-0.578166405,-0.329542996,0.612161012,1.262001918,2018,3,20,1,Finance,Finance: Consumer Services,unknown,,,,,,,Unknown,0.0043,-0.026,0.0662,0.0761,86417.4,4.62,4.6,5.6,5.25,304254,4.7423,4.6,4.6551,4.5,23211,54077,8420,42125,0
4.68,2.627971515E9,21.6895,2840.0,16.01,0.0056,,6672.0,425659.47,0.93,,,3,3,2008,0.876047276,1.597029198,0.060511431,-0.204812217,2011,11,4,4,Technology,Advertising,,male,Yes,,No,Dec,5001 - 10000,2001 - 2010,0.0081,-0.0651,-0.2742,0.1212,1.40967822E7,26.11,25.9,31.14,28.0,49813026,25.97,24.9,24.02,24.41,9516020,4266790,4544066,2344009,0
4.76,6123754.28,15.6277,4.77,-589000.0,-123480.0839,,16.0,298125.0,1.28,59,59,,-1,2004,0.837683777,1.554558061,1.103229411,0.182685782,2003,5,8,3,Finance,Major Banks,male,male,Yes,No,No,Dec,0 - 100,2001 - 2010,0.0,0.3425,0.1925,0.0,47.8,263.2648,263.2648,263.2648,263.2648,3,296.1729,296.1729,327.4356,353.433,6,30,42,158,1
4.76,1.676247614E8,18.9372,471.68,15.56,0.033,,6447.0,73162.71,0.36,49,49,12,12,1999,1.166513264,0.900206568,1.197612871,1.145667615,2011,7,22,4,Consumer Services,Clothing/Shoe/Accessory Stores,male,male,Yes,No,No,Jan,5001 - 10000,1951 - 2000,0.2311,-0.0669,-0.277,0.2605,2472870.4,27.65,22.46,28.85,23.0,9242880,28.31,27.87,26.46,25.8,1545474,507112,412299,656587,1
4.8,6.676381872E8,20.3193,487.1,76.44,0.1569,0.22,298.0,1634563.76,1.37,63,63,22,22,1983,-1.034652293,-0.627521988,0.612728896,1.062059841,2005,1,28,4,Energy,Oil & Gas Production,female,female,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0,-0.0135,0.0811,0.0162,2560560.0,18.5,18.5,19.8,19.5,9813000,18.2,18.21,18.21,18.25,1776800,644500,265300,303200,1
4.85,6.32197694E7,17.9621,,,,,,,,61,41,,,,-1.165474369,-1.372206792,-0.285811744,0.677649308,2018,3,29,3,Health Care,Major Pharmaceuticals,unknown,male,,sameYear,sameYear,,,Unknown,0.0444,-0.183,,0.1822,51551.8,4.7,4.5,5.5,4.68,147597,4.7,4.5,4.1,3.8401,0,29995,42792,37375,0
4.9,2.14388671E8,19.1833,698.15,55.37,0.0793,,3801.0,183675.35,0.31,63,,6,6,2011,0.466948805,1.511127051,1.709313549,2.144404107,2017,3,9,3,Consumer Non-Durables,Apparel,female,,Yes,sameYear,,Jan,1001 - 5000,2011 - present,0.0327,-0.0087,0.1225,0.018,2517238.0,12.65,12.25,12.97,12.75,9893657,12.95,13.1,12.9,12.54,1334465,567803,442199,348066,0
4.9,4.444341209E8,19.9123,42.22,-88.21,-2.0893,0.19,278.0,151870.5,10.53,48,48,15,15,1983,0.910721562,1.489197656,1.413248062,1.653833185,1998,12,8,1,Health Care,Medical/Dental Instruments,unknown,unknown,Yes,No,No,Dec,101 - 500,1951 - 2000,0.0174,0.0,-0.0678,0.0171,1206.0,59.008,58.0,60.0,59.008,1931,58.0,59.008,59.008,59.008,587,1400,937,1175,0
4.91,1.09594637E8,18.5123,486496.0,-9.11,0.0,,63.0,7.72215873016E9,0.0,46,,1,1,2014,0.616583267,1.150270449,1.302732447,1.513904081,2015,5,28,3,Public Utilities,Telecommunications Equipment,male,,Yes,sameYear,,Jun,0 - 100,2011 - present,0.0,0.0,0.7,0.0,20.0,2.5,2.5,2.5,2.5,100,2.5,2.5,2.5,2.5,0,0,0,0,1
4.97,1.039838807E7,16.1572,,,,,,,,43,,10,10,1994,0.773615821,0.692667064,0.355028739,1.01913008,2004,6,17,3,Consumer Non-Durables,Electronic Components,male,,,No,,,,1951 - 2000,0.0263,-0.0342,-0.2479,0.114,8811.2,73.125,71.25,81.25,73.125,32664,72.25,71.25,71.25,70.625,3096,3360,3968,968,0
5.07,2.297584271E8,19.2525,22.76,-43.76,-1.9227,1.14,295.0,77152.54,10.09,38,38,7,7,2006,1.898196959,2.085225785,1.969283649,1.620020605,2013,10,17,3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),male,male,Yes,Yes,Yes,Dec,101 - 500,2001 - 2010,0.2214,-0.007,-0.0058,0.2729,44139.6,8.55,7.0,8.91,7.0,145708,8.53,8.4,8.45,8.49,28445,24475,5135,16935,1
5.08,1.751714759E8,18.9813,5.34,-59.43,-11.1292,,50.0,106800.0,32.8,44,44,10,10,2006,-2.052416169,-1.9372235,-2.204568566,-2.922775039,2016,2,11,3,Health Care,Major Pharmaceuticals,female,female,Yes,Yes,Yes,Dec,0 - 100,2001 - 2010,0.26,-0.134,0.4367,0.0,530758.8,6.64,5.27,8.0,8.0,2110558,6.18,6.18,5.75,5.75,191556,0,273877,77803,1
